Sex;ID;Age;CaptivityWild;Height;Chest Girth;Neck Circumference;Length;Weight;Foot size
1;JC;106;a;180;265;168;NA;1208;95
1;JC;97;a;180;266;163;NA;1307;NA
1;JC;96;a;NA;259;165;NA;1290;NA
2;JD;108;a;201;290;NA;201;1665;104
2;JD;110;a;203;290;NA;206;1707;107
2;JD;111;a;203;295;NA;203;1720;109
2;JD;113;a;206;295;NA;211;1672;109
2;JD;117;a;206;300;NA;213;1831;117
2;JD;118;a;206;300;NA;213;1850;117
2;JD;111;a;206;310;NA;208;1720;109
2;JD;118;a;208;307;NA;213;1808;112
2;JD;119;a;208;310;NA;206;1870;119
2;JD;123;a;208;312;NA;221;1912;112
2;JD;125;a;211;300;NA;226;1924;114
2;JD;122;a;213;300;NA;221;1962;114
2;JD;127;a;213;310;NA;226;1879;114
2;JD;124;a;213;310;NA;229;1946;117
2;JD;130;a;213;315;NA;221;1984;117
2;JD;133;a;216;320;NA;213;2149;117
2;JD;126;a;218;305;NA;213;1894;114
2;JD;128;a;218;305;NA;221;2026;114
2;JD;129;a;218;312;NA;224;2002;114
2;JD;131;a;218;320;NA;224;2032;114
2;JD;132;a;218;323;NA;231;2173;114
1;JE;154;a;178;162;159;NA;1355;95
1;JE;131;a;178;249;154;218;1262;89
1;JE;130;a;178;249;154;218;1274;89
1;JE;129;a;178;249;154;218;1283;89
1;JE;127;a;178;257;NA;185;1266;97
1;JE;151;a;179;160;157;NA;1349;95
1;JE;135;a;179;162;158;NA;1348;95
1;JE;133;a;179;261;157;NA;1373;NA
1;JE;136;a;180;164;159;NA;1352;96
1;JE;134;a;180;164;160;NA;1356;NA
1;JE;137;a;180;268;165;NA;1380;95
1;JE;156;a;182;267;160;NA;1430;96
1;JE;156;a;182;270;160;NA;1392;98
1;JF;180;a;190;273;184;NA;1642;NA
1;JF;182;a;190;286;181;NA;1739;117
1;JF;186;a;190;288;185;NA;1746;100
1;JF;189;a;190;289;186;NA;1935;115
1;JF;181;a;191;289;179;NA;1733;NA
1;JF;183;a;191;289;182;NA;1736;117
1;JF;184;a;191;289;182;NA;1740;117
1;JF;190;a;192;290;188;NA;2886;113
1;JF;190;a;192;295;171;NA;1679;110
1;JF;177;a;197;284;169;229;1704;109
1;JF;176;a;197;284;169;229;1706;109
1;JF;178;a;197;284;169;229;1769;109
1;JF;179;a;NA;281;NA;NA;1702;NA
1;JG;545;b;198;322;206;NA;2361;NA
1;JG;556;b;212;321;213;NA;2412;125
1;JG;542;b;212;322;202;183;2267;117
1;JG;542;b;212;322;202;183;2323;117
1;JG;543;b;212;322;202;183;2340;117
1;JG;556;b;214;333;218;NA;2336;115
1;JG;549;b;218;323;216;NA;2203;117
1;JG;547;b;220;324;206;NA;2213;118
1;JG;548;b;220;327;206;NA;2224;120
1;JG;552;b;220;328;210;NA;2278;114
1;JG;555;b;220;329;212;NA;2532;115
1;JG;546;b;220;330;207;NA;2271;NA
1;JH;555;b;224;362;NA;NA;2728;NA
1;JI;440;a;192;317;200;268;1978;107
1;JI;430;a;193;297;191;206;1770;NA
1;JI;437;a;196;304;190;272;1964;106
1;JI;441;a;197;300;200;270;1978;106
1;JI;437;a;197;314;190;NA;1894;106
1;JK;527;b;231;345;216;213;2509;NA
1;JK;534;b;232;338;208;NA;2550;124
1;JL;534;b;227;338;215;NA;2660;116
1;JL;527;b;229;343;213;221;2591;NA
1;JL;537;b;230;347;223;300;2759;122
1;JL;537;b;230;347;230;305;2759;123
1;JL;534;b;234;340;215;306;2733;120
1;JM;423;a;200;330;200;270;2121;118
1;JM;426;a;202;303;200;265;2028;107
1;JM;422;a;202;320;112;NA;2059;108
1;JM;426;a;202;320;200;270;2028;104
1;JM;416;a;206;310;206;193;1985;NA
1;JN;553;a;212;335;NA;NA;2396;NA
1;JO;506;a;236;338;NA;226;2695;122
1;JP;532;a;230;330;NA;NA;2789;NA
1;JQ;519;b;230;340;NA;236;2588;110
2;JR;505;a;261;393;250;NA;4080;136
2;JR;509;a;261;405;260;364;4108;137
2;JR;499;a;262;378;257;264;3899;NA
2;JR;509;a;263;385;265;352;4108;135
2;JR;506;a;267;393;260;365;4181;144
1;JS;543;b;223;339;NA;NA;2473;NA
1;JU;567;b;227;350;NA;NA;2757;NA
1;JU;539;b;234;338;NA;246;2667;114
1;JU;519;b;203;300;NA;194;1904;112
1;JV;349;a;206;325;NA;218;2172;108
1;JW;235;a;224;344;NA;316;2671;105
1;JW;236;a;224;345;NA;316;2674;109
1;JW;242;a;224;350;NA;316;2811;109
1;JW;237;a;224;353;NA;316;2802;109
1;JW;241;a;224;356;NA;316;2630;109
1;JW;240;a;224;358;NA;316;2626;109
1;JW;243;a;229;360;NA;316;2731;109
2;JX;211;a;221;328;NA;301;2270;113
2;JX;209;a;221;330;NA;301;2542;113
2;JX;210;a;221;332;NA;301;2540;113
2;JX;206;a;221;339;NA;301;2370;113
2;JX;204;a;221;340;NA;301;2404;113
2;JX;205;a;221;340;NA;301;2404;113
2;JX;212;a;225;335;NA;301;2601;114
2;JY;147;a;188;279;NA;193;1471;107
2;JY;155;a;200;280;200;NA;1579;104
2;JY;156;a;200;282;201;NA;1583;104
2;JY;153;a;200;284;180;NA;1607;NA
2;JY;154;a;200;284;202;NA;1622;NA
2;JY;159;a;201;280;180;NA;1677;108
2;JY;149;a;202;273;175;198;1155;95
2;JY;150;a;202;273;175;198;1460;95
2;JY;151;a;202;273;175;198;1551;95
2;JY;157;a;205;285;173;NA;1641;104
2;JY;162;a;205;285;175;NA;1586;105
2;JY;164;a;205;292;182;NA;1647;109
2;JY;164;a;206;285;178;NA;1611;108
2;JY;175;a;209;314;NA;NA;1972;NA
2;JY;152;a;NA;277;175;NA;1586;NA
1;JZ;145;a;198;307;NA;208;1878;104
1;JZ;148;a;201;300;NA;206;1710;109
1;JZ;150;a;201;300;NA;213;1822;109
1;JZ;155;a;201;305;NA;216;1970;114
1;JZ;153;a;201;305;NA;216;1972;114
1;JZ;147;a;201;305;NA;218;1935;107
1;JZ;146;a;201;307;NA;216;1912;107
1;JZ;154;a;203;300;NA;213;1862;107
1;JZ;163;a;203;300;NA;213;1978;112
1;JZ;160;a;203;307;NA;229;2022;114
1;JZ;156;a;203;325;NA;216;2070;114
1;JZ;159;a;206;297;NA;218;2035;112
1;JZ;164;a;208;305;NA;213;1975;112
1;JZ;165;a;208;305;NA;224;2068;114
1;JZ;161;a;208;307;NA;211;2025;112
1;JZ;162;a;208;310;NA;221;2004;114
1;JZ;168;a;208;312;NA;206;2008;114
1;JZ;170;a;208;312;NA;208;1326;114
1;JZ;168;a;208;323;NA;218;2138;114
1;JZ;166;a;208;323;NA;224;2088;114
1;JZ;160;a;211;310;NA;224;1938;114
2;KA;136;a;190;282;190;196;1706;100
2;KA;137;a;190;282;190;196;1706;100
2;KA;138;a;190;282;190;196;1758;100
2;KA;140;a;191;293;85;NA;1708;NA
2;KA;142;a;194;300;176;NA;1823;104
2;KA;143;a;194;300;178;NA;1821;105
2;KA;141;a;194;300;180;NA;1767;NA
2;KA;144;a;195;292;182;NA;1750;104
2;KA;146;a;195;296;188;NA;1885;107
2;KA;134;a;198;295;NA;188;1787;102
2;KA;150;a;198;306;200;NA;1993;110
2;KA;151;a;198;311;195;NA;1953;105
2;KA;149;a;205;295;195;NA;1200;105
2;KA;161;a;205;310;NA;NA;2104;NA
2;KA;139;a;NA;297;202;NA;1752;NA
2;KB;143;a;224;320;NA;206;2224;112
1;KC;582;b;223;337;210;NA;2650;119
1;KC;582;b;225;350;224;300;2699;119
1;KC;575;b;231;351;234;213;2610;NA
1;KC;585;b;233;340;234;300;2718;119
1;KD;217;a;213;307;NA;267;2090;112
2;KE;372;a;240;349;NA;NA;2736;NA
1;KF;467;b;218;328;NA;201;2200;107
1;KG;485;a;218;327;NA;310;2250;109
1;KG;484;a;218;333;NA;310;2377;103
1;KG;489;a;218;334;NA;310;2375;109
1;KG;488;a;218;335;NA;310;2360;109
1;KG;484;a;218;335;NA;310;2378;109
1;KG;490;a;218;337;NA;310;2301;109
1;KG;492;a;220;340;NA;310;2471;109
1;KH;510;b;220;315;206;NA;2390;115
1;KH;510;b;220;320;210;300;2380;113
1;KH;513;b;220;324;223;300;2500;117
1;KH;513;b;220;327;207;307;2500;118
1;KH;503;b;221;323;203;216;2501;NA
1;KI;460;a;215;323;226;290;2486;108
1;KI;463;a;215;333;220;287;2423;112
1;KI;453;a;218;315;208;196;2257;NA
1;KI;463;a;218;330;230;279;2423;111
1;KI;459;a;220;325;220;NA;2388;108
1;KJ;167;a;220;311;NA;305;2113;100
1;KJ;171;a;220;315;NA;305;2200;100
1;KJ;168;a;220;317;NA;305;2215;100
1;KJ;172;a;220;320;NA;305;2135;100
1;KJ;171;a;220;324;NA;305;2140;100
1;KJ;174;a;222;NA;NA;305;2181;NA
1;KK;124;a;200;302;NA;283;1840;99
1;KK;119;a;200;302;NA;283;1842;99
1;KK;120;a;200;307;NA;283;1901;99
1;KK;123;a;200;308;NA;283;1986;99
1;KK;124;a;200;311;NA;283;1990;99
1;KK;127;a;203;NA;NA;283;1974;NA
1;KL;122;a;196;287;NA;206;1634;112
1;KL;117;a;196;292;NA;198;1653;107
1;KL;120;a;196;292;NA;203;1707;107
1;KL;129;a;196;297;NA;206;1820;117
1;KL;119;a;196;302;NA;206;1784;107
1;KL;120;a;196;302;NA;211;1566;109
1;KL;127;a;198;300;NA;203;1492;104
1;KL;127;a;198;300;NA;211;1768;114
1;KL;133;a;201;300;NA;224;1862;117
1;KL;126;a;201;302;NA;211;1806;114
1;KL;141;a;203;300;NA;206;1894;117
1;KL;134;a;203;300;NA;208;1912;114
1;KL;140;a;203;300;NA;208;1912;114
1;KL;142;a;203;300;NA;208;1852;117
1;KL;132;a;203;300;NA;213;1854;114
1;KL;136;a;203;302;NA;305;1832;114
1;KL;131;a;203;305;NA;208;1952;117
1;KL;137;a;206;300;NA;213;1892;114
1;KL;135;a;206;302;NA;203;1774;112
1;KL;139;a;206;302;NA;208;1901;102
1;KL;138;a;208;300;NA;208;1906;114
2;KM;110;a;196;282;NA;185;1675;102
2;KM;109;a;196;282;NA;193;1602;102
2;KM;105;a;196;282;NA;196;1518;102
2;KM;115;a;196;284;NA;201;1627;99
2;KM;107;a;196;292;NA;193;1626;102
2;KM;108;a;196;292;NA;201;1655;102
2;KM;117;a;198;290;NA;206;1555;102
2;KM;120;a;201;284;NA;203;1661;97
2;KM;114;a;201;287;NA;201;1588;99
2;KM;119;a;201;287;NA;203;1639;97
2;KM;115;a;201;290;NA;201;1584;99
2;KM;125;a;203;290;NA;196;1786;102
2;KM;121;a;203;292;NA;198;1742;97
2;KM;130;a;203;295;NA;208;1861;97
2;KM;129;a;203;295;NA;208;1917;99
2;KM;124;a;206;282;NA;206;1712;99
2;KM;123;a;206;292;NA;203;1698;102
2;KM;122;a;206;292;NA;206;1694;102
2;KM;128;a;206;297;NA;211;1852;104
2;KM;126;a;206;300;NA;206;1786;102
2;KM;127;a;208;295;NA;206;1616;102
2;KN;94;a;147;278;168;173;1510;100
2;KN;92;a;147;278;168;173;1516;100
2;KN;93;a;147;278;168;173;1554;100
2;KN;96;a;196;290;114;NA;1544;NA
2;KN;97;a;197;285;170;NA;1557;NA
2;KN;98;a;197;290;170;NA;1563;112
2;KN;103;a;197;291;172;NA;1580;113
2;KN;100;a;197;299;160;NA;1582;100
2;KN;105;a;198;290;175;NA;1680;113
2;KN;99;a;198;291;170;NA;1593;112
2;KN;107;a;201;208;180;NA;1664;101
2;KN;107;a;204;295;177;NA;1715;105
2;KN;95;a;NA;290;170;NA;1553;NA
1;KO;87;a;178;264;175;NA;1315;NA
1;KO;89;a;178;265;161;NA;1201;100
1;KO;88;a;179;261;159;NA;1203;NA
1;KO;90;a;179;262;161;NA;1206;101
1;KO;81;a;180;272;NA;165;1321;94
1;KO;96;a;180;280;165;NA;1261;95
1;KO;83;a;181;270;153;157;1243;95
1;KO;84;a;181;270;153;157;1243;95
1;KO;85;a;181;270;153;157;1308;95
1;KO;93;a;182;257;155;NA;1313;99
1;KO;98;a;182;275;161;NA;1329;98
1;KO;91;a;185;255;157;NA;1274;99
1;KO;98;a;185;263;153;NA;1290;185
1;KO;86;a;NA;263;159;NA;1280;NA
2;KP;90;a;173;249;NA;175;1105;91
2;KP;96;a;173;260;177;NA;1232;NA
2;KP;93;a;176;250;160;178;1179;97
2;KP;92;a;176;250;160;178;1196;97
2;KP;94;a;176;250;160;178;1268;97
2;KP;98;a;177;262;171;NA;1274;101
2;KP;99;a;177;264;172;NA;1283;101
2;KP;97;a;177;265;172;NA;1306;NA
2;KP;100;a;179;265;162;NA;1283;98
2;KP;106;a;180;264;170;NA;1351;99
2;KP;105;a;180;265;175;NA;1515;95
2;KP;107;a;181;270;166;NA;1327;100
2;KP;118;a;186;271;NA;NA;1386;NA
2;KP;102;a;197;267;177;NA;1386;99
2;KP;95;a;NA;168;NA;NA;1267;NA
2;KQ;82;a;178;259;NA;173;1201;94
2;KQ;85;a;180;268;166;180;1261;93
2;KQ;86;a;180;268;166;180;1283;93
2;KQ;84;a;180;268;166;180;1302;93
2;KQ;92;a;180;269;173;NA;1363;92
2;KQ;88;a;183;273;171;NA;1297;NA
2;KQ;90;a;183;275;162;NA;1335;97
2;KQ;91;a;183;276;162;NA;1343;98
2;KQ;89;a;183;281;162;NA;1359;NA
2;KQ;94;a;184;268;160;NA;1359;94
2;KQ;96;a;185;265;160;NA;1355;95
2;KQ;98;a;185;280;160;NA;1346;95
2;KQ;110;a;191;293;NA;NA;1516;NA
2;KQ;98;a;192;267;161;NA;1334;91
2;KQ;87;a;NA;265;162;NA;1292;NA
2;KR;137;b;198;294;NA;269;1631;95
2;KR;141;b;198;295;NA;269;1713;95
2;KR;136;b;198;300;NA;269;1680;95
2;KR;140;b;198;300;NA;269;1825;95
2;KR;141;b;198;300;NA;269;1840;95
2;KR;144;b;200;NA;NA;270;1870;NA
2;KS;83;a;173;241;NA;168;1106;89
2;KS;80;a;173;246;NA;165;1041;84
2;KS;82;a;173;257;NA;175;1145;86
2;KS;84;a;175;246;NA;170;995;91
2;KS;91;a;175;246;NA;178;1195;97
2;KS;85;a;175;249;NA;170;1125;91
2;KS;92;a;175;267;NA;183;1250;94
2;KS;90;a;180;267;NA;173;1205;91
2;KS;89;a;180;269;NA;173;1187;91
2;KS;100;a;183;262;NA;183;1338;97
2;KS;98;a;185;264;NA;183;1294;94
2;KS;94;a;185;267;NA;178;1329;97
2;KS;102;a;185;267;NA;188;1318;94
2;KS;99;a;185;267;NA;188;1296;97
2;KS;97;a;185;269;NA;188;1356;94
2;KS;95;a;185;279;NA;178;1283;97
2;KS;101;a;188;262;NA;183;1314;97
2;KS;105;a;188;264;NA;183;1318;97
2;KS;104;a;188;269;NA;173;1372;91
2;KS;103;a;188;269;NA;183;1336;94
2;KS;96;a;188;269;NA;183;1282;99
1;KT;95;a;175;251;NA;175;1242;94
1;KT;87;a;178;254;NA;175;1256;94
1;KT;67;a;178;257;NA;175;1161;89
1;KT;75;a;180;249;NA;180;1173;91
1;KT;70;a;180;257;NA;178;1223;91
1;KT;82;a;180;259;NA;173;1145;91
1;KT;69;a;180;259;NA;175;1223;91
1;KT;85;a;180;262;NA;165;1189;91
1;KT;70;a;183;254;NA;211;1201;91
1;KT;85;a;183;259;NA;170;1173;94
1;KT;81;a;183;259;NA;175;1183;91
1;KT;77;a;183;262;NA;178;1220;91
1;KT;79;a;183;264;NA;173;1160;91
1;KT;72;a;183;267;NA;251;1211;91
1;KT;83;a;185;249;NA;165;1214;91
1;KT;92;a;185;257;NA;180;1226;94
1;KT;76;a;185;259;NA;196;1205;91
1;KT;84;a;185;262;NA;170;1189;91
1;KT;96;a;185;262;NA;178;1302;94
1;KT;94;a;185;264;NA;175;1218;94
1;KT;88;a;188;267;NA;170;1271;97
1;KU;83;a;166;260;147;NA;1179;NA
1;KU;79;a;168;251;161;173;1123;87
1;KU;81;a;168;251;161;173;1133;87
1;KU;80;a;168;251;161;173;1654;87
1;KU;85;a;170;260;154;NA;1191;92
1;KU;89;a;170;260;157;NA;1266;95
1;KU;86;a;170;261;153;NA;1199;93
1;KU;84;a;171;255;153;NA;1164;NA
1;KU;87;a;174;263;149;NA;1222;88
1;KU;94;a;174;270;150;NA;1310;90
1;KU;94;a;175;257;150;NA;1283;100
1;KU;92;a;176;271;172;NA;1335;99
2;KV;78;a;174;251;161;NA;1143;NA
2;KV;80;a;175;247;160;NA;1215;90
2;KV;79;a;176;241;151;NA;1149;NA
2;KV;76;a;176;244;155;140;1136;88
2;KV;74;a;176;244;155;140;1140;88
2;KV;75;a;176;244;155;140;1140;88
2;KV;81;a;176;250;160;NA;1219;90
2;KV;82;a;180;285;157;NA;1222;94
2;KV;89;a;180;296;158;NA;1292;98
2;KV;84;a;182;266;164;NA;1271;93
2;KV;89;a;184;265;171;NA;1316;97
2;KV;87;a;185;261;162;NA;1310;90
2;KV;77;a;NA;255;154;NA;1123;NA
2;KW;61;a;165;239;NA;160;949;86
2;KW;67;a;165;254;151;NA;1029;NA
2;KW;65;a;170;240;163;137;1001;86
2;KW;63;a;170;240;163;137;1013;86
2;KW;64;a;170;240;163;137;1032;86
2;KW;68;a;170;242;150;NA;1036;NA
2;KW;73;a;170;242;150;NA;1024;90
2;KW;69;a;170;242;151;NA;1024;90
2;KW;70;a;170;245;152;NA;1040;90
2;KW;76;a;170;245;155;NA;1225;90
2;KW;71;a;170;246;147;NA;1056;90
2;KW;78;a;176;260;154;NA;1206;91
2;KW;78;a;176;260;160;NA;1185;90
2;KX;75;a;175;259;166;NA;1228;91
1;KY;280;b;201;300;NA;295;1970;109
1;KY;281;b;201;306;NA;295;2015;109
1;KY;285;b;201;310;NA;295;2109;109
1;KY;285;b;201;310;NA;295;2190;109
1;KY;284;b;201;313;NA;295;2165;109
1;KY;288;b;203;NA;NA;295;2201;NA
1;KZ;95;a;193;277;NA;185;1593;102
1;LA;543;b;211;299;NA;NA;1967;NA
1;LA;515;b;213;305;NA;226;1954;112
1;LB;453;a;226;343;201;NA;2404;112
1;LB;457;a;226;345;233;297;2450;110
1;LB;456;a;231;340;210;297;2450;97
1;LB;446;a;231;340;216;198;2411;NA
1;LB;454;a;234;351;220;270;2481;104
2;LC;407;b;239;351;NA;221;3235;119
2;LD;341;a;225;325;NA;226;2394;117
2;LE;338;a;224;343;NA;226;2840;114
2;LF;340;a;231;330;NA;231;2435;122
1;LG;743;b;239;351;NA;231;2779;122
1;LH;210;a;223;323;NA;294;2342;103
1;LH;209;a;223;325;NA;294;2342;108
1;LH;217;a;223;332;NA;294;2461;103
1;LH;216;a;223;335;NA;294;2430;103
1;LH;215;a;223;337;NA;294;2485;103
1;LH;214;a;223;338;NA;294;2480;103
1;LH;211;a;223;341;NA;294;2550;103
2;LI;170;a;201;320;186;NA;1905;102
2;LI;174;a;201;322;200;NA;2057;108
2;LI;168;a;202;299;188;NA;1820;NA
2;LI;169;a;202;320;185;NA;1884;NA
2;LI;171;a;202;321;188;NA;1907;104
2;LI;166;a;203;300;183;221;1738;97
2;LI;165;a;203;300;183;221;1754;97
2;LI;165;a;203;300;183;221;1819;97
2;LI;177;a;206;329;200;NA;1995;107
2;LI;179;a;209;320;200;NA;2059;110
2;LI;179;a;210;320;200;NA;2067;107
2;LI;190;a;217;318;NA;NA;2076;NA
2;LJ;173;a;222;310;NA;213;1947;109
1;LK;153;a;193;272;173;208;1563;113
1;LK;152;a;193;272;173;208;1580;113
1;LK;154;a;193;272;173;NA;1632;113
1;LK;156;a;193;277;180;NA;1574;NA
1;LK;166;a;194;278;169;NA;1845;100
1;LK;164;a;194;280;177;NA;1682;117
1;LK;162;a;195;274;173;NA;1572;102
1;LK;149;a;195;286;173;NA;1660;103
1;LK;166;a;198;271;172;NA;1670;102
1;LK;158;a;198;282;176;NA;1549;107
1;LK;159;a;198;284;176;NA;1583;108
1;LK;157;a;198;285;176;NA;1637;NA
1;LK;177;a;202;281;NA;NA;1779;NA
1;LK;151;a;203;277;NA;NA;1513;97
1;LK;155;a;NA;273;NA;NA;1594;NA
1;LL;140;a;193;292;NA;188;1636;109
1;LL;141;a;193;292;NA;188;1671;109
1;LL;131;a;196;287;NA;185;1541;97
1;LL;136;a;196;295;NA;185;1662;104
1;LL;142;a;196;305;NA;193;1760;109
1;LL;133;a;198;297;NA;191;1673;102
1;LL;134;a;198;297;NA;191;1474;104
1;LL;134;a;198;297;NA;191;1636;104
1;LL;141;a;201;287;NA;196;1587;107
1;LL;145;a;201;297;NA;206;1798;109
1;LL;154;a;201;312;NA;196;1784;109
1;LL;148;a;203;292;NA;196;1694;107
1;LL;151;a;203;295;NA;196;1714;107
1;LL;147;a;203;300;NA;196;1716;109
1;LL;149;a;203;300;NA;201;1682;107
1;LL;155;a;203;300;NA;208;1895;109
1;LL;149;a;203;302;NA;193;1703;109
1;LL;146;a;203;305;NA;201;1682;109
1;LL;152;a;206;315;NA;206;1842;109
1;LL;152;a;208;302;NA;208;1786;107
1;LL;156;a;211;310;NA;201;1937;107
1;LM;143;a;199;282;NA;266;1590;98
1;LM;142;a;199;286;NA;266;1610;98
1;LM;147;a;199;290;NA;266;1635;98
1;LM;146;a;199;298;NA;266;1631;98
1;LM;147;a;199;299;NA;266;1635;98
1;LM;150;a;201;NA;NA;267;1657;NA
2;LN;118;a;199;293;NA;269;1775;97
2;LN;123;a;199;303;NA;269;1904;97
2;LN;122;a;199;304;NA;269;1955;97
2;LN;119;a;199;310;NA;269;1901;97
2;LN;123;a;199;313;NA;269;1950;97
2;LN;125;a;204;NA;NA;269;1960;NA
2;LO;99;a;198;274;173;183;1564;NA
2;LO;105;a;198;287;180;NA;1620;99
2;LO;106;a;199;280;188;230;1601;100
2;LO;109;a;199;283;160;241;1625;89
2;LO;109;a;201;278;181;250;1625;97
1;LP;100;a;178;269;NA;175;1240;91
1;LQ;101;a;213;262;NA;165;1235;89
2;LR;129;a;193;272;NA;271;1510;92
2;LR;130;a;193;273;NA;271;1511;92
2;LR;136;a;193;275;NA;271;1543;92
2;LR;131;a;193;275;NA;271;1580;92
2;LR;134;a;193;290;NA;271;1657;92
2;LR;135;a;193;292;NA;271;1660;92
2;LR;137;a;196;NA;NA;271;1730;NA
2;LS;146;a;203;304;NA;175;1654;104
2;LT;150;a;203;307;NA;183;2054;112
2;LU;144;a;229;330;NA;201;2236;104
2;LV;163;a;208;309;NA;307;2163;103
2;LV;163;a;208;309;NA;307;2250;103
2;LV;158;a;208;312;NA;307;2022;103
2;LV;162;a;208;312;NA;307;2245;103
2;LV;159;a;208;314;NA;307;2102;103
2;LV;165;a;211;NA;NA;308;2297;NA
1;LW;143;a;203;282;NA;198;1620;107
2;LX;132;a;185;265;NA;170;1285;94
2;LY;130;a;203;284;NA;193;1807;109
